veri_seti,model,senaryo,fold,seed,accuracy,precision,recall,f1,n,pozitif,roc_auc,pr_auc
SKAB,lstm,gurultu,2,999,0.8613589567604667,0.7841328413284133,0.8333333333333334,0.8079847908745247,1457,510,0.9265710085512557,0.9193865246276542
SKAB,lstm,unseen,2,999,0.8819492107069321,0.8755555555555555,0.7725490196078432,0.8208333333333333,1457,510,0.9230262749239083,0.9107400301250227
SKAB,gru,orijinal,2,999,0.9574468085106383,0.98068669527897,0.8960784313725491,0.9364754098360656,1457,510,0.9755015839493136,0.972051460966939
SKAB,gru,gurultu,2,999,0.9210706932052162,0.8864970645792564,0.888235294117647,0.8873653281096964,1457,510,0.9612998736981593,0.9585344094885118
SKAB,gru,unseen,2,999,0.9567604667124228,0.9933774834437086,0.8823529411764706,0.9345794392523364,1457,510,0.9701347909808062,0.9689823459122698
SKAB,cnn1d,orijinal,2,999,0.9272477693891558,0.963302752293578,0.8235294117647058,0.8879492600422833,1457,510,0.9547280369381121,0.9493318730257958
SKAB,cnn1d,gurultu,2,999,0.8908716540837337,0.8434442270058709,0.8450980392156863,0.8442703232125367,1457,510,0.9283143880572292,0.9246907133169717
SKAB,cnn1d,unseen,2,999,0.9279341111873713,0.9633867276887872,0.8254901960784313,0.8891235480464625,1457,510,0.9531523697124045,0.9474280230030382
SKAB,automata,orijinal,3,-1,0.3548979123652214,0.3548979123652214,1.0,0.5238740264138164,4359,1547,0.4104688926670351,0.3417861554171023
SKAB,automata,gurultu,3,-1,0.3548979123652214,0.3548979123652214,1.0,0.5238740264138164,4359,1547,0.4175235692263556,0.3316388191866102
SKAB,automata,unseen,3,-1,0.3548979123652214,0.3548979123652214,1.0,0.5238740264138164,4359,1547,0.4419460967448583,0.3513579032013546
SKAB,lstm,orijinal,3,42,0.9142053445850914,1.0,0.7631067961165049,0.8656387665198237,1422,515,0.9575191873347534,0.9571661208981896
SKAB,lstm,gurultu,3,42,0.9156118143459916,1.0,0.7669902912621359,0.8681318681318682,1422,515,0.9540146219800687,0.955153299568511
SKAB,lstm,unseen,3,42,0.8924050632911392,1.0,0.7029126213592233,0.8255416191562144,1422,515,0.9558129328523566,0.956388443727358
SKAB,gru,orijinal,3,42,0.930379746835443,1.0,0.8077669902912621,0.8936627282491945,1422,515,0.9514691557572709,0.9549585257938555
SKAB,gru,gurultu,3,42,0.9254571026722925,0.9975669099756691,0.7961165048543689,0.8855291576673866,1422,515,0.9489857740764925,0.9534286094857854
SKAB,gru,unseen,3,42,0.9050632911392406,1.0,0.7378640776699029,0.8491620111731844,1422,515,0.9524796351997946,0.9552511420615142
SKAB,cnn1d,orijinal,3,42,0.9360056258790436,0.9976525821596244,0.8252427184466019,0.9032943676939427,1422,515,0.9419980518298884,0.9462752608372199
SKAB,cnn1d,gurultu,3,42,0.9338959212376934,1.0,0.8174757281553398,0.8995726495726496,1422,515,0.9416019952687298,0.9458360401203039
SKAB,cnn1d,unseen,3,42,0.930379746835443,0.9976076555023924,0.8097087378640777,0.8938906752411575,1422,515,0.941394333179906,0.9451917911744587
SKAB,lstm,orijinal,3,123,0.9317862165963432,0.995260663507109,0.8155339805825242,0.8964781216648879,1422,515,0.9434902216846319,0.9517044702977573
SKAB,lstm,gurultu,3,123,0.9254571026722925,0.974477958236659,0.8155339805825242,0.8879492600422833,1422,515,0.9415249248027745,0.9477846721083921
SKAB,lstm,unseen,3,123,0.9022503516174403,1.0,0.7300970873786408,0.8439955106621774,1422,515,0.9417240235064922,0.949929079744311
SKAB,gru,orijinal,3,123,0.929676511954993,0.9952267303102625,0.8097087378640777,0.892933618843683,1422,515,0.9539118613587951,0.957217859810668
SKAB,gru,gurultu,3,123,0.9282700421940928,0.9747126436781609,0.8233009708737864,0.8926315789473684,1422,515,0.9493625630211623,0.952703347259195
SKAB,gru,unseen,3,123,0.8966244725738397,1.0,0.7145631067961165,0.8335220838052095,1422,515,0.9519850997099154,0.9555498379415783
SKAB,cnn1d,orijinal,3,123,0.9360056258790436,0.9976525821596244,0.8252427184466019,0.9032943676939427,1422,515,0.9414970938011796,0.9476477478894787
SKAB,cnn1d,gurultu,3,123,0.9444444444444444,0.9887892376681614,0.8563106796116505,0.9177939646201873,1422,515,0.945008081694694,0.9506108832350701
SKAB,cnn1d,unseen,3,123,0.9416315049226441,0.9976958525345622,0.8407766990291262,0.9125395152792413,1422,515,0.9420708406032904,0.9479771985737911
SKAB,lstm,orijinal,3,2026,0.9310829817158931,0.995249406175772,0.8135922330097087,0.8952991452991453,1422,515,0.9505614369360208,0.9545652761070385
SKAB,lstm,gurultu,3,2026,0.9282700421940928,1.0,0.8019417475728156,0.8900862068965517,1422,515,0.9466629558664541,0.9519122217336654
SKAB,lstm,unseen,3,2026,0.9036568213783404,1.0,0.7339805825242719,0.8465845464725644,1422,515,0.9520150715577869,0.9558902432303638
SKAB,gru,orijinal,3,2026,0.9381153305203939,0.9930715935334873,0.8349514563106796,0.9071729957805907,1422,515,0.9565279755087186,0.9580097057775401
SKAB,gru,gurultu,3,2026,0.9317862165963432,0.995260663507109,0.8155339805825242,0.8964781216648879,1422,515,0.9529955791524389,0.9556204305584297
SKAB,gru,unseen,3,2026,0.9163150492264416,1.0,0.7689320388349514,0.8693743139407245,1422,515,0.9571894970081671,0.9580102913571144
SKAB,cnn1d,orijinal,3,2026,0.919831223628692,0.9926289926289926,0.7844660194174757,0.8763557483731019,1422,515,0.9365495980561117,0.9424499897898785
SKAB,cnn1d,gurultu,3,2026,0.9184247538677919,0.9877750611246944,0.7844660194174757,0.8744588744588745,1422,515,0.9406086425964183,0.944404885129481
SKAB,cnn1d,unseen,3,2026,0.9163150492264416,0.9925373134328358,0.7747572815533981,0.8702290076335878,1422,515,0.9353528649875296,0.9408129449809765
SKAB,lstm,orijinal,3,7,0.9240506329113924,1.0,0.7902912621359224,0.8828633405639913,1422,515,0.9452542790164952,0.9509427814145526
SKAB,lstm,gurultu,3,7,0.9191279887482419,0.995049504950495,0.7805825242718447,0.8748639825897715,1422,515,0.9431027285085796,0.9487990607479353
SKAB,lstm,unseen,3,7,0.8924050632911392,1.0,0.7029126213592233,0.8255416191562144,1422,515,0.9442288136500357,0.946274519052535
SKAB,gru,orijinal,3,7,0.9493670886075949,0.9933184855233853,0.8660194174757282,0.9253112033195021,1422,515,0.9573586238640135,0.9589333835752917
SKAB,gru,gurultu,3,7,0.9535864978902954,0.9955849889624724,0.8757281553398059,0.9318181818181818,1422,515,0.9541837488359147,0.9572229686228786
SKAB,gru,unseen,3,7,0.9479606188466948,0.9977426636568849,0.858252427184466,0.9227557411273486,1422,515,0.9563909613470204,0.9575139147178711
SKAB,cnn1d,orijinal,3,7,0.9191279887482419,1.0,0.7766990291262136,0.8743169398907104,1422,515,0.943370334293146,0.9470977858449177
SKAB,cnn1d,gurultu,3,7,0.9282700421940928,1.0,0.8019417475728156,0.8900862068965517,1422,515,0.9430920242771967,0.9476167474020107
SKAB,cnn1d,unseen,3,7,0.9289732770745429,0.9975961538461539,0.8058252427184466,0.8915145005370569,1422,515,0.9432504469016602,0.9469016185185993
SKAB,lstm,orijinal,3,999,0.9254571026722925,1.0,0.7941747572815534,0.8852813852813853,1422,515,0.9617173868830349,0.9600778404139884
SKAB,lstm,gurultu,3,999,0.9205344585091421,0.9878640776699029,0.7902912621359224,0.8781014023732471,1422,515,0.9576776099592169,0.9563020094853389
SKAB,lstm,unseen,3,999,0.8987341772151899,1.0,0.7203883495145631,0.837471783295711,1422,515,0.9622590209909977,0.9594422701176516
SKAB,gru,orijinal,3,999,0.9120956399437412,1.0,0.7572815533980582,0.861878453038674,1422,515,0.9520792969460827,0.957045241861017
SKAB,gru,gurultu,3,999,0.9071729957805907,1.0,0.7436893203883496,0.8530066815144766,1422,515,0.9494631827961593,0.9562782897235618
SKAB,gru,unseen,3,999,0.8614627285513361,1.0,0.6174757281553398,0.7635054021608644,1422,515,0.9544363686965458,0.9582046956378689
SKAB,cnn1d,orijinal,3,999,0.9113924050632911,0.9949109414758269,0.7592233009708738,0.8612334801762115,1422,515,0.944068250179296,0.9485045060976637
SKAB,cnn1d,gurultu,3,999,0.9170182841068917,1.0,0.7708737864077669,0.8706140350877193,1422,515,0.9459885892893461,0.9511235750511966
SKAB,cnn1d,unseen,3,999,0.929676511954993,0.9905437352245863,0.8135922330097087,0.8933901918976546,1422,515,0.9436079682298413,0.9478604003101422
SKAB,automata,orijinal,4,-1,0.3562680917390336,0.3562680917390336,1.0,0.5253652930553275,4491,1600,0.45621335610515396,0.341685646142946
SKAB,automata,gurultu,4,-1,0.3562680917390336,0.3562680917390336,1.0,0.5253652930553275,4491,1600,0.4563892251815981,0.33171361474429945
SKAB,automata,unseen,4,-1,0.3562680917390336,0.3562680917390336,1.0,0.5253652930553275,4491,1600,0.4803577914216534,0.3599584752838639
SKAB,lstm,orijinal,4,42,0.8540245566166439,0.9848024316109423,0.6078799249530957,0.7517401392111369,1466,533,0.8966355579954512,0.8865393900226446
SKAB,lstm,gurultu,4,42,0.8362892223738063,0.9080779944289693,0.6116322701688556,0.7309417040358744,1466,533,0.8848174803786127,0.8710858920194444
SKAB,lstm,unseen,4,42,0.8581173260572987,1.0,0.6097560975609756,0.7575757575757576,1466,533,0.8865187044153401,0.8725163022430285
SKAB,gru,orijinal,4,42,0.864256480218281,1.0,0.626641651031895,0.7704728950403691,1466,533,0.780172093088727,0.8060372207541233
SKAB,gru,gurultu,4,42,0.839699863574352,0.9093406593406593,0.6210131332082551,0.738015607580825,1466,533,0.7856236514380974,0.8032757067771092
SKAB,gru,unseen,4,42,0.8560709413369714,1.0,0.6041275797373359,0.7532163742690059,1466,533,0.7784588036332998,0.802876276405056
SKAB,cnn1d,orijinal,4,42,0.859481582537517,0.990990990990991,0.6191369606003753,0.7621247113163973,1466,533,0.8101968875241561,0.8151865029448085
SKAB,cnn1d,gurultu,4,42,0.8321964529331515,0.8614609571788413,0.6416510318949343,0.7354838709677419,1466,533,0.8254194241175654,0.8264749083092957
SKAB,cnn1d,unseen,4,42,0.8574351978171897,1.0,0.6078799249530957,0.7561260210035006,1466,533,0.8037961829037039,0.8127859257181902
SKAB,lstm,orijinal,4,123,0.8628922237380627,1.0,0.6228893058161351,0.7676300578034682,1466,533,0.8181459875444661,0.8341012741534274
SKAB,lstm,gurultu,4,123,0.859481582537517,0.9739130434782609,0.6303939962476548,0.765375854214123,1466,533,0.8186286042924739,0.8287318870113577
SKAB,lstm,unseen,4,123,0.8581173260572987,1.0,0.6097560975609756,0.7575757575757576,1466,533,0.8149627279107321,0.827113932764237
SKAB,gru,orijinal,4,123,0.8608458390177354,1.0,0.6172607879924953,0.7633410672853829,1466,533,0.7962774161503674,0.8136975324515592
SKAB,gru,gurultu,4,123,0.8512960436562074,0.9618768328445748,0.6153846153846154,0.7505720823798627,1466,533,0.800351505864799,0.8099305349309531
SKAB,gru,unseen,4,123,0.8553888130968622,1.0,0.6022514071294559,0.7517564402810304,1466,533,0.8011960851738125,0.8159033668243209
SKAB,cnn1d,orijinal,4,123,0.8560709413369714,1.0,0.6041275797373359,0.7532163742690059,1466,533,0.8865166935122233,0.8782726855713783
SKAB,cnn1d,gurultu,4,123,0.8649386084583902,1.0,0.6285178236397748,0.771889400921659,1466,533,0.8796595138842807,0.8745262556318187
SKAB,cnn1d,unseen,4,123,0.8581173260572987,1.0,0.6097560975609756,0.7575757575757576,1466,533,0.8754567263703803,0.8684086014656124
SKAB,lstm,orijinal,4,2026,0.8581173260572987,1.0,0.6097560975609756,0.7575757575757576,1466,533,0.8343438121494744,0.8406571640921908
SKAB,lstm,gurultu,4,2026,0.8519781718963165,0.9730538922155688,0.6097560975609756,0.7497116493656286,1466,533,0.8186909422890916,0.8286926563146209
SKAB,lstm,unseen,4,2026,0.8526603001364257,1.0,0.5947467166979362,0.7458823529411764,1466,533,0.8655791702611559,0.8494123695000997
SKAB,gru,orijinal,4,2026,0.864256480218281,0.9883040935672515,0.6341463414634146,0.7725714285714286,1466,533,0.8049142450365885,0.815637426474565
SKAB,gru,gurultu,4,2026,0.8144611186903138,0.8175182481751825,0.6303939962476548,0.711864406779661,1466,533,0.8092336649312573,0.812526571081501
SKAB,gru,unseen,4,2026,0.8635743519781719,1.0,0.624765478424015,0.76905311778291,1466,533,0.8183953395309367,0.8238062418759416
SKAB,cnn1d,orijinal,4,2026,0.8567530695770805,0.9601139601139601,0.6322701688555347,0.7624434389140271,1466,533,0.8306698921552658,0.8284866413703811
SKAB,cnn1d,gurultu,4,2026,0.8321964529331515,0.8392434988179669,0.6660412757973734,0.7426778242677824,1466,533,0.8345750660078949,0.8344299804374298
SKAB,cnn1d,unseen,4,2026,0.859481582537517,0.990990990990991,0.6191369606003753,0.7621247113163973,1466,533,0.815135665578768,0.8191534854332406
SKAB,lstm,orijinal,4,7,0.8587994542974079,0.9710982658959537,0.6303939962476548,0.764505119453925,1466,533,0.7690859842063669,0.8074295536552952
SKAB,lstm,gurultu,4,7,0.820600272851296,0.835820895522388,0.6303939962476548,0.718716577540107,1466,533,0.7647544988929977,0.7964417711729822
SKAB,lstm,unseen,4,7,0.8608458390177354,0.9969788519637462,0.6191369606003753,0.7638888888888888,1466,533,0.7808175929891874,0.8080274805588115
SKAB,gru,orijinal,4,7,0.8615279672578445,1.0,0.6191369606003753,0.764774044032445,1466,533,0.8437890240886085,0.8455871344670034
SKAB,gru,gurultu,4,7,0.8506139154160982,0.9644970414201184,0.6116322701688556,0.748564867967853,1466,533,0.8481687710767785,0.8432952153953984
SKAB,gru,unseen,4,7,0.8540245566166439,1.0,0.5984990619136961,0.7488262910798122,1466,533,0.8712137207941458,0.872648485651496
SKAB,cnn1d,orijinal,4,7,0.8635743519781719,1.0,0.624765478424015,0.76905311778291,1466,533,0.8319769791811201,0.8353133120867215
SKAB,cnn1d,gurultu,4,7,0.8628922237380627,0.9770114942528736,0.6378986866791745,0.771850170261067,1466,533,0.8264912354787658,0.8376716276385957
SKAB,cnn1d,unseen,4,7,0.8622100954979536,1.0,0.6210131332082551,0.7662037037037037,1466,533,0.820629452893589,0.8285990086251521
SKAB,lstm,orijinal,4,999,0.8424283765347885,0.9148351648351648,0.624765478424015,0.7424749163879598,1466,533,0.783890252951503,0.800506157965291
SKAB,lstm,gurultu,4,999,0.8192360163710778,0.8383838383838383,0.6228893058161351,0.7147470398277718,1466,533,0.7686757599705605,0.7895998042574629
SKAB,lstm,unseen,4,999,0.8587994542974079,1.0,0.6116322701688556,0.7590221187427241,1466,533,0.7934279664340051,0.8070887365517521
SKAB,gru,orijinal,4,999,0.8622100954979536,0.9825072886297376,0.6322701688555347,0.769406392694064,1466,533,0.8320674698213715,0.8367977573578635
SKAB,gru,gurultu,4,999,0.8274215552523875,0.8482587064676617,0.6397748592870544,0.7294117647058823,1466,533,0.831709529066599,0.8294608324211655
SKAB,gru,unseen,4,999,0.8649386084583902,1.0,0.6285178236397748,0.771889400921659,1466,533,0.8228032391627403,0.8315157216810061
SKAB,cnn1d,orijinal,4,999,0.8683492496589359,1.0,0.6378986866791745,0.7789232531500573,1466,533,0.8126139930704279,0.8243046520556093
SKAB,cnn1d,gurultu,4,999,0.820600272851296,0.8068181818181818,0.6660412757973734,0.7297019527235354,1466,533,0.8277540826360527,0.834464113054943
SKAB,cnn1d,unseen,4,999,0.8669849931787176,1.0,0.6341463414634146,0.7761194029850746,1466,533,0.8088898004983018,0.8222151235363501
BATADAL,automata,orijinal,0,-1,0.8134777376654633,0.04819277108433735,0.05,0.049079754601226995,831,80,0.4466794274300932,0.08687169435170579
BATADAL,automata,gurultu,0,-1,0.8074608904933814,0.09183673469387756,0.1125,0.10112359550561797,831,80,0.49102030625832227,0.09848865390223147
BATADAL,automata,unseen,0,-1,0.7749699157641395,0.1037037037037037,0.175,0.13023255813953488,831,80,0.4514813581890812,0.0953678201425142
BATADAL,lstm,orijinal,0,42,0.8847583643122676,0.0,0.0,0.0,269,27,0.6023875114784205,0.11687515368998078
BATADAL,lstm,gurultu,0,42,0.8810408921933085,0.0,0.0,0.0,269,27,0.5809611264156719,0.11124910923917967
BATADAL,lstm,unseen,0,42,0.8698884758364313,0.0,0.0,0.0,269,27,0.6046831955922864,0.11777986062576101
BATADAL,gru,orijinal,0,42,0.8810408921933085,0.0,0.0,0.0,269,27,0.7756351392715028,0.20046477361151674
BATADAL,gru,gurultu,0,42,0.8810408921933085,0.0,0.0,0.0,269,27,0.7745638200183655,0.1953712239228842
BATADAL,gru,unseen,0,42,0.8513011152416357,0.11764705882352941,0.07407407407407407,0.09090909090909091,269,27,0.7606366697275788,0.19160404094500244
BATADAL,cnn1d,orijinal,0,42,0.8996282527881041,0.0,0.0,0.0,269,27,0.05754514845423936,0.05588060157994833
BATADAL,cnn1d,gurultu,0,42,0.8996282527881041,0.0,0.0,0.0,269,27,0.05892255892255893,0.05602392200533407
BATADAL,cnn1d,unseen,0,42,0.8996282527881041,0.0,0.0,0.0,269,27,0.057851239669421475,0.055897338999270844
BATADAL,lstm,orijinal,0,123,0.8996282527881041,0.0,0.0,0.0,269,27,0.9822467095194368,0.8452190770593404
BATADAL,lstm,gurultu,0,123,0.8996282527881041,0.0,0.0,0.0,269,27,0.9791857973676155,0.8317889320480454
BATADAL,lstm,unseen,0,123,0.8996282527881041,0.0,0.0,0.0,269,27,0.9357208448117539,0.5035173283230465
BATADAL,gru,orijinal,0,123,0.895910780669145,0.0,0.0,0.0,269,27,0.6853382307927762,0.14314361432184966
BATADAL,gru,gurultu,0,123,0.895910780669145,0.0,0.0,0.0,269,27,0.6772268135904499,0.14231977238692964
BATADAL,gru,unseen,0,123,0.8810408921933085,0.0,0.0,0.0,269,27,0.6360575451484543,0.12550150029738852
BATADAL,cnn1d,orijinal,0,123,0.8847583643122676,0.0,0.0,0.0,269,27,0.03887358432812977,0.0549126197015088
BATADAL,cnn1d,gurultu,0,123,0.8921933085501859,0.0,0.0,0.0,269,27,0.03688399142944597,0.054810970945949666
BATADAL,cnn1d,unseen,0,123,0.8847583643122676,0.0,0.0,0.0,269,27,0.03917967554331189,0.05493368377139815
BATADAL,lstm,orijinal,0,2026,0.8996282527881041,0.0,0.0,0.0,269,27,0.7578818487909397,0.17745495677100653
BATADAL,lstm,gurultu,0,2026,0.8996282527881041,0.0,0.0,0.0,269,27,0.7494643403734313,0.17356314444822385
BATADAL,lstm,unseen,0,2026,0.8921933085501859,0.0,0.0,0.0,269,27,0.7131925313743496,0.15536044474324429
BATADAL,gru,orijinal,0,2026,0.8736059479553904,0.23076923076923078,0.1111111111111111,0.15,269,27,0.8983777165595347,0.3492336958063428
BATADAL,gru,gurultu,0,2026,0.8698884758364313,0.16666666666666666,0.07407407407407407,0.10256410256410256,269,27,0.8976124885215795,0.34468407997747225
BATADAL,gru,unseen,0,2026,0.8587360594795539,0.17647058823529413,0.1111111111111111,0.13636363636363635,269,27,0.8700642791551882,0.2893926460622077
BATADAL,cnn1d,orijinal,0,2026,0.8921933085501859,0.0,0.0,0.0,269,27,0.049586776859504134,0.05556509076669854
BATADAL,cnn1d,gurultu,0,2026,0.8921933085501859,0.0,0.0,0.0,269,27,0.050045913682277315,0.055626491490890106
BATADAL,cnn1d,unseen,0,2026,0.8550185873605948,0.0,0.0,0.0,269,27,0.049280685644322,0.05554510252448808
BATADAL,lstm,orijinal,0,7,0.8810408921933085,0.3076923076923077,0.14814814814814814,0.2,269,27,0.9357208448117539,0.5017283852162545
BATADAL,lstm,gurultu,0,7,0.8847583643122676,0.375,0.2222222222222222,0.27906976744186046,269,27,0.9295990205081114,0.49556994804403603
BATADAL,lstm,unseen,0,7,0.8252788104089219,0.045454545454545456,0.037037037037037035,0.04081632653061224,269,27,0.8313437404346494,0.24563588946965734
BATADAL,gru,orijinal,0,7,0.8364312267657993,0.09523809523809523,0.07407407407407407,0.08333333333333333,269,27,0.7894092439546985,0.20450296566229484
BATADAL,gru,gurultu,0,7,0.8587360594795539,0.07692307692307693,0.037037037037037035,0.05,269,27,0.8022650749923477,0.21328390783973364
BATADAL,gru,unseen,0,7,0.8029739776951673,0.03571428571428571,0.037037037037037035,0.03636363636363636,269,27,0.7128864401591675,0.1534945965524442
BATADAL,cnn1d,orijinal,0,7,0.8736059479553904,0.0,0.0,0.0,269,27,0.056014692378328734,0.056135531147102666
BATADAL,cnn1d,gurultu,0,7,0.8847583643122676,0.0,0.0,0.0,269,27,0.05785123966942149,0.05627503455001738
BATADAL,cnn1d,unseen,0,7,0.8698884758364313,0.0,0.0,0.0,269,27,0.056014692378328734,0.056135531147102666
BATADAL,lstm,orijinal,0,999,0.895910780669145,0.0,0.0,0.0,269,27,0.6579430670339761,0.13299381927333692
BATADAL,lstm,gurultu,0,999,0.8996282527881041,0.0,0.0,0.0,269,27,0.6712580348943985,0.13712556776003187
BATADAL,lstm,unseen,0,999,0.895910780669145,0.0,0.0,0.0,269,27,0.6613100704009794,0.13379916630136304
BATADAL,gru,orijinal,0,999,0.8996282527881041,0.0,0.0,0.0,269,27,0.6631466176920722,0.13276324098892633
BATADAL,gru,gurultu,0,999,0.8996282527881041,0.0,0.0,0.0,269,27,0.6466176920722375,0.12707691790308748
BATADAL,gru,unseen,0,999,0.8884758364312267,0.0,0.0,0.0,269,27,0.6905417814508723,0.14323826722589048
BATADAL,cnn1d,orijinal,0,999,0.8884758364312267,0.0,0.0,0.0,269,27,0.05142332415059687,0.05582299195570915
BATADAL,cnn1d,gurultu,0,999,0.8921933085501859,0.0,0.0,0.0,269,27,0.05111723293541474,0.05584702427672862
BATADAL,cnn1d,unseen,0,999,0.8884758364312267,0.0,0.0,0.0,269,27,0.051117232935414744,0.0558120752979269
